78,91,121
91,103,121
6,5,0
79,91,78
91,92,103
103,113,121
125,118,126
22,21,12
36,51,50
23,36,50
46,33,47
33,22,47
112,101,102
112,120,111
35,43,30
31,35,30
119,120,126
118,119,126
117,118,125
11,4,12
11,10,4
104,113,103
44,35,31
35,44,43
73,64,58
72,64,73
14,13,5
13,24,23
56,63,71
63,72,71
43,34,30
49,43,58
64,49,58
49,34,43
34,49,42
48,56,41
42,48,41
48,63,56
29,34,42
34,29,30
57,49,64
48,57,63
57,64,72
63,57,72
49,57,42
57,48,42
65,51,66
51,65,50
79,65,66
65,79,78
46,62,61
62,46,47
21,31,20
31,21,32
80,79,66
67,80,66
79,80,91
80,92,91
80,68,81
68,80,67
93,80,81
80,93,92
94,93,81
82,94,81
84,70,71
70,84,83
21,33,32
33,21,22
33,45,32
45,33,46
75,76,89
75,89,88
90,101,89
101,90,102
89,100,88
101,100,89
100,112,111
112,100,101
117,108,109
118,117,109
108,98,109
97,98,108
100,87,88
87,100,99
87,98,86
98,87,99
31,19,20
19,31,30
11,21,20
21,11,12
19,11,20
11,19,10
28,16,17
16,28,27
28,40,27
40,28,41
70,56,71
56,70,55
56,40,41
40,56,55
15,14,5
6,15,5
7,0,1
7,6,0
7,15,6
15,7,16
24,36,23
36,24,37
93,104,92
92,104,103
94,104,93
104,94,105
94,95,105
105,95,106
95,94,82
95,82,83
84,95,83
95,84,96
114,104,105
104,114,113
115,114,106
114,105,106
26,16,27
26,15,16
15,26,14
26,25,14
70,69,55
55,69,54
69,70,83
82,69,83
69,53,54
53,69,68
68,69,81
69,82,81
60,46,61
60,45,46
75,60,76
76,60,61
62,77,61
77,76,61
76,77,89
77,90,89
44,31,32
45,44,32
60,44,45
44,60,59
43,44,58
44,59,58
110,100,111
100,110,99
120,110,111
119,110,120
98,110,109
110,98,99
110,118,109
110,119,118
123,116,124
115,116,123
116,125,124
116,117,125
85,98,97
98,85,86
85,73,86
85,72,73
84,85,96
85,97,96
85,84,71
72,85,71
59,74,58
74,73,58
74,87,86
73,74,86
74,60,75
60,74,59
74,75,88
87,74,88
10,3,4
9,3,10
19,18,10
18,9,10
16,8,17
7,8,16
2,8,1
8,7,1
18,8,9
8,18,17
3,8,2
8,3,9
24,38,37
38,24,25
38,52,37
52,38,53
52,68,67
52,53,68
52,36,37
36,52,51
51,52,66
52,67,66
25,13,14
24,13,25
13,23,0
5,13,0
114,122,113
113,122,121
122,114,115
122,115,123
95,107,106
107,95,96
107,115,106
107,116,115
107,97,108
97,107,96
117,107,108
116,107,117
53,39,54
38,39,53
26,39,25
39,38,25
39,40,55
39,55,54
40,39,27
39,26,27
28,29,41
29,42,41
29,28,17
18,29,17
29,19,30
29,18,19
